application_id,location_id,region,hiring_manager_id,role,source,commute_band_km,availability_match,applied_at,screened_at,interview_scheduled_at,interview_completed_at,offer_at,onboarding_started_at,scheduled_first_shift_at,first_shift_at,stage_reached,exit_reason,separation_at,tenure_days,separation_reason
APP-000864,LOC-23,South,MGR-023,Cashier,jobboard_b,11-20,partial,2025-09-03,2025-09-05,,,,,,,screened,unresponsive,,,
APP-000796,LOC-36,West,MGR-036,Cashier,jobboard_b,6-10,full,2025-09-03,,,,,,,,applied,withdrew,,,
APP-000797,LOC-18,Northeast,MGR-018,Sales Associate,jobboard_a,21-40,full,2025-09-03,2025-09-03,2025-09-06,2025-09-12,,,,,interview_completed,not_qualified,,,
APP-000479,LOC-14,Northeast,MGR-014,Stocker,social,11-20,full,2025-09-03,,,,,,,,applied,withdrew,,,
APP-000246,LOC-28,South,MGR-028,Sales Associate,jobboard_b,6-10,partial,2025-09-03,2025-09-06,2025-09-08,,,,,,interview_scheduled,interview_no_show,,,
APP-000813,LOC-11,Midwest,MGR-011,Stocker,career_site,6-10,full,2025-09-03,2025-09-05,2025-09-05,,,,,,interview_scheduled,interview_no_show,,,
APP-000489,LOC-29,South,MGR-029,Seasonal Associate,social,0-5,full,2025-09-03,2025-09-03,2025-09-06,2025-09-09,2025-09-12,2025-09-13,2025-09-17,,onboarding_started,no_show_first_shift,,,
APP-000521,LOC-14,Northeast,MGR-014,Seasonal Associate,jobboard_b,6-10,full,2025-09-03,,,,,,,,applied,failed_knockout,,,
APP-000260,LOC-03,Midwest,MGR-003,Sales Associate,jobboard_c,6-10,full,2025-09-03,2025-09-05,2025-09-10,,,,,,interview_scheduled,interview_no_show,,,
APP-001129,LOC-38,West,MGR-038,Seasonal Associate,referral,21-40,full,2025-09-03,2025-09-05,2025-09-05,,,,,,interview_scheduled,interview_no_show,,,
APP-000777,LOC-36,West,MGR-036,Sales Associate,social,0-5,full,2025-09-03,2025-09-03,,,,,,,screened,no_interview_slot,,,
APP-000449,LOC-21,Northeast,MGR-021,Stocker,jobboard_a,6-10,partial,2025-09-03,2025-09-03,2025-09-03,2025-09-05,,,,,interview_completed,not_qualified,,,
APP-000785,LOC-04,Midwest,MGR-004,Cashier,jobboard_c,11-20,full,2025-09-03,2025-09-05,2025-09-06,2025-09-12,2025-09-12,2025-09-12,2025-09-19,2025-09-19,started,,,,
APP-000432,LOC-04,Midwest,MGR-004,Seasonal Associate,referral,6-10,partial,2025-09-03,,,,,,,,applied,availability_mismatch,,,
APP-000070,LOC-14,Northeast,MGR-014,Cashier,jobboard_c,0-5,full,2025-09-03,2025-09-04,,,,,,,screened,no_interview_slot,,,
APP-001072,LOC-41,West,MGR-041,Seasonal Associate,referral,11-20,full,2025-09-03,2025-09-06,,,,,,,screened,withdrew,,,
APP-000904,LOC-17,Northeast,MGR-017,Sales Associate,social,11-20,full,2025-09-03,2025-09-05,2025-09-05,,,,,,interview_scheduled,interview_no_show,,,
APP-000068,LOC-40,West,MGR-040,Seasonal Associate,career_site,11-20,limited,2025-09-03,2025-09-04,,,,,,,screened,no_interview_slot,,,
APP-000442,LOC-21,Northeast,MGR-021,Sales Associate,jobboard_c,6-10,partial,2025-09-03,2025-09-03,,,,,,,screened,unresponsive,,,
APP-000176,LOC-35,West,MGR-035,Seasonal Associate,jobboard_a,0-5,full,2025-09-03,,,,,,,,applied,failed_knockout,,,
APP-000892,LOC-38,West,MGR-038,Sales Associate,jobboard_b,0-5,full,2025-09-03,,,,,,,,applied,failed_knockout,,,
APP-000337,LOC-06,Midwest,MGR-006,Sales Associate,referral,0-5,partial,2025-09-03,,,,,,,,applied,availability_mismatch,,,
APP-000331,LOC-28,South,MGR-028,Sales Associate,jobboard_a,0-5,full,2025-09-03,,,,,,,,applied,incomplete_application,,,
APP-001068,LOC-08,Midwest,MGR-008,Sales Associate,jobboard_c,6-10,full,2025-09-03,2025-09-06,2025-09-07,2025-09-10,2025-09-10,,,,offer_extended,unresponsive_after_offer,,,
APP-000129,LOC-01,Midwest,MGR-001,Sales Associate,jobboard_a,6-10,limited,2025-09-04,,,,,,,,applied,availability_mismatch,,,
APP-000209,LOC-31,South,MGR-031,Seasonal Associate,referral,11-20,limited,2025-09-04,,,,,,,,applied,incomplete_application,,,
APP-000179,LOC-22,South,MGR-022,Stocker,jobboard_a,11-20,partial,2025-09-04,2025-09-06,2025-09-06,2025-09-12,2025-09-13,2025-09-15,2025-09-16,2025-09-16,started,,,,
APP-000347,LOC-29,South,MGR-029,Seasonal Associate,jobboard_c,0-5,partial,2025-09-04,2025-09-04,2025-09-05,,,,,,interview_scheduled,interview_no_show,,,
APP-000678,LOC-07,Midwest,MGR-007,Seasonal Associate,jobboard_a,6-10,full,2025-09-04,2025-09-04,2025-09-16,2025-09-18,2025-09-20,2025-09-22,2025-09-26,2025-09-26,started,,,,
APP-000128,LOC-19,Northeast,MGR-019,Cashier,jobboard_a,11-20,limited,2025-09-04,,,,,,,,applied,incomplete_application,,,
APP-000823,LOC-36,West,MGR-036,Stocker,jobboard_b,6-10,limited,2025-09-04,,,,,,,,applied,withdrew,,,
APP-000332,LOC-42,West,MGR-042,Sales Associate,jobboard_c,11-20,limited,2025-09-04,2025-09-04,2025-09-05,2025-09-10,,,,,interview_completed,not_qualified,,,
APP-000328,LOC-19,Northeast,MGR-019,Sales Associate,referral,21-40,full,2025-09-04,2025-09-05,2025-09-11,2025-09-13,2025-09-16,2025-09-17,2025-09-26,,onboarding_started,no_show_first_shift,,,
APP-000685,LOC-17,Northeast,MGR-017,Sales Associate,referral,6-10,full,2025-09-04,2025-09-07,,,,,,,screened,withdrew,,,
APP-000787,LOC-18,Northeast,MGR-018,Stocker,jobboard_c,0-5,full,2025-09-04,2025-09-06,2025-09-09,2025-09-10,2025-09-10,2025-09-10,2025-09-15,2025-09-15,started,,2025-09-27,12,schedule_conflict
APP-000690,LOC-17,Northeast,MGR-017,Sales Associate,jobboard_a,6-10,partial,2025-09-04,,,,,,,,applied,incomplete_application,,,
APP-000877,LOC-36,West,MGR-036,Seasonal Associate,jobboard_b,6-10,limited,2025-09-04,2025-09-07,,,,,,,screened,no_interview_slot,,,
APP-000358,LOC-13,Northeast,MGR-013,Sales Associate,career_site,6-10,full,2025-09-04,,,,,,,,applied,availability_mismatch,,,
APP-000862,LOC-32,South,MGR-032,Sales Associate,career_site,40+,full,2025-09-04,,,,,,,,applied,failed_knockout,,,
APP-000727,LOC-12,Northeast,MGR-012,Seasonal Associate,jobboard_a,0-5,limited,2025-09-04,2025-09-06,2025-09-08,2025-09-09,2025-09-11,2025-09-13,2025-09-15,2025-09-15,started,,,,
APP-000264,LOC-02,Midwest,MGR-002,Cashier,jobboard_a,11-20,full,2025-09-04,2025-09-07,2025-09-07,,,,,,interview_scheduled,interview_no_show,,,
APP-000408,LOC-41,West,MGR-041,Cashier,jobboard_c,40+,partial,2025-09-04,2025-09-07,2025-09-10,2025-09-15,2025-09-16,2025-09-17,2025-09-22,2025-09-22,started,,,,
APP-001092,LOC-14,Northeast,MGR-014,Seasonal Associate,jobboard_b,6-10,full,2025-09-04,2025-09-05,,,,,,,screened,no_interview_slot,,,
APP-000410,LOC-15,Northeast,MGR-015,Sales Associate,jobboard_a,0-5,full,2025-09-04,2025-09-04,2025-09-04,2025-09-05,,,,,interview_completed,not_qualified,,,
APP-001111,LOC-12,Northeast,MGR-012,Sales Associate,referral,6-10,partial,2025-09-04,,,,,,,,applied,failed_knockout,,,
APP-000083,LOC-15,Northeast,MGR-015,Seasonal Associate,jobboard_a,0-5,limited,2025-09-04,,,,,,,,applied,availability_mismatch,,,
APP-000097,LOC-39,West,MGR-039,Sales Associate,social,11-20,full,2025-09-04,2025-09-07,2025-09-08,2025-09-13,2025-09-16,2025-09-18,2025-09-24,,onboarding_started,no_show_first_shift,,,
APP-000093,LOC-20,Northeast,MGR-020,Sales Associate,jobboard_a,11-20,partial,2025-09-04,,,,,,,,applied,failed_knockout,,,
APP-000074,LOC-02,Midwest,MGR-002,Sales Associate,career_site,21-40,partial,2025-09-04,,,,,,,,applied,availability_mismatch,,,
APP-000431,LOC-18,Northeast,MGR-018,Sales Associate,jobboard_c,0-5,full,2025-09-04,,,,,,,,applied,withdrew,,,
APP-001057,LOC-05,Midwest,MGR-005,Sales Associate,jobboard_c,0-5,partial,2025-09-04,2025-09-04,,,,,,,screened,unresponsive,,,
APP-000022,LOC-40,West,MGR-040,Sales Associate,jobboard_a,0-5,full,2025-09-04,,,,,,,,applied,failed_knockout,,,
APP-001015,LOC-40,West,MGR-040,Shift Supervisor,social,0-5,partial,2025-09-04,,,,,,,,applied,withdrew,,,
APP-000416,LOC-01,Midwest,MGR-001,Sales Associate,jobboard_a,0-5,limited,2025-09-04,,,,,,,,applied,availability_mismatch,,,
APP-000111,LOC-09,Midwest,MGR-009,Seasonal Associate,jobboard_b,21-40,full,2025-09-04,2025-09-05,2025-09-06,2025-09-09,2025-09-10,,,,offer_extended,offer_declined,,,
APP-000991,LOC-12,Northeast,MGR-012,Cashier,jobboard_c,11-20,full,2025-09-04,2025-09-07,2025-09-07,,,,,,interview_scheduled,interview_no_show,,,
APP-000495,LOC-24,South,MGR-024,Seasonal Associate,referral,11-20,partial,2025-09-04,2025-09-07,2025-09-08,2025-09-12,2025-09-12,2025-09-12,2025-09-18,2025-09-18,started,,,,
APP-000417,LOC-41,West,MGR-041,Cashier,social,11-20,full,2025-09-04,2025-09-06,2025-09-07,2025-09-11,2025-09-13,2025-09-13,2025-09-20,,onboarding_started,no_show_first_shift,,,
APP-001126,LOC-11,Midwest,MGR-011,Sales Associate,jobboard_c,0-5,full,2025-09-04,2025-09-04,,,,,,,screened,recruiter_no_action,,,
APP-000555,LOC-29,South,MGR-029,Cashier,jobboard_b,11-20,full,2025-09-04,,,,,,,,applied,availability_mismatch,,,
APP-000551,LOC-34,West,MGR-034,Sales Associate,jobboard_b,0-5,full,2025-09-05,,,,,,,,applied,availability_mismatch,,,
APP-000346,LOC-06,Midwest,MGR-006,Cashier,jobboard_b,11-20,full,2025-09-05,,,,,,,,applied,withdrew,,,
APP-000937,LOC-17,Northeast,MGR-017,Seasonal Associate,jobboard_b,6-10,partial,2025-09-05,2025-09-06,2025-09-08,2025-09-10,,,,,interview_completed,not_qualified,,,
APP-000599,LOC-02,Midwest,MGR-002,Shift Supervisor,referral,0-5,partial,2025-09-05,,,,,,,,applied,availability_mismatch,,,
APP-000550,LOC-16,Northeast,MGR-016,Sales Associate,career_site,21-40,full,2025-09-05,2025-09-07,2025-09-09,2025-09-15,2025-09-18,,,,offer_extended,offer_declined,,,
APP-000720,LOC-16,Northeast,MGR-016,Sales Associate,jobboard_a,11-20,full,2025-09-05,2025-09-05,2025-09-05,,,,,,interview_scheduled,interview_no_show,,,
APP-000122,LOC-40,West,MGR-040,Stocker,career_site,11-20,partial,2025-09-05,2025-09-06,,,,,,,screened,no_interview_slot,,,
APP-000333,LOC-19,Northeast,MGR-019,Sales Associate,jobboard_c,0-5,limited,2025-09-05,,,,,,,,applied,withdrew,,,
APP-000436,LOC-36,West,MGR-036,Shift Supervisor,jobboard_b,40+,limited,2025-09-05,,,,,,,,applied,failed_knockout,,,
APP-000437,LOC-24,South,MGR-024,Sales Associate,jobboard_a,6-10,full,2025-09-05,,,,,,,,applied,incomplete_application,,,
APP-001070,LOC-34,West,MGR-034,Seasonal Associate,jobboard_a,6-10,partial,2025-09-05,,,,,,,,applied,failed_knockout,,,
APP-000593,LOC-33,South,MGR-033,Seasonal Associate,jobboard_b,11-20,partial,2025-09-05,2025-09-08,2025-09-09,2025-09-12,2025-09-13,2025-09-13,2025-09-22,2025-09-22,started,,,,
APP-000459,LOC-20,Northeast,MGR-020,Sales Associate,jobboard_a,11-20,full,2025-09-05,2025-09-08,,,,,,,screened,unresponsive,,,
APP-000302,LOC-11,Midwest,MGR-011,Stocker,referral,6-10,full,2025-09-05,2025-09-07,,,,,,,screened,unresponsive,,,
APP-000775,LOC-20,Northeast,MGR-020,Seasonal Associate,social,6-10,full,2025-09-05,,,,,,,,applied,failed_knockout,,,
APP-000198,LOC-15,Northeast,MGR-015,Sales Associate,jobboard_a,11-20,limited,2025-09-05,,,,,,,,applied,failed_knockout,,,
APP-000446,LOC-01,Midwest,MGR-001,Stocker,jobboard_a,0-5,limited,2025-09-05,,,,,,,,applied,availability_mismatch,,,
APP-000578,LOC-23,South,MGR-023,Cashier,jobboard_a,11-20,partial,2025-09-05,,,,,,,,applied,failed_knockout,,,
APP-000435,LOC-12,Northeast,MGR-012,Cashier,social,0-5,partial,2025-09-05,2025-09-07,2025-09-07,,,,,,interview_scheduled,interview_no_show,,,
APP-000447,LOC-17,Northeast,MGR-017,Cashier,social,6-10,full,2025-09-05,2025-09-06,2025-09-06,,,,,,interview_scheduled,interview_no_show,,,
APP-001160,LOC-19,Northeast,MGR-019,Shift Supervisor,career_site,6-10,full,2025-09-05,,,,,,,,applied,withdrew,,,
APP-001024,LOC-28,South,MGR-028,Seasonal Associate,career_site,11-20,limited,2025-09-05,2025-09-07,2025-09-10,,,,,,interview_scheduled,interview_no_show,,,
APP-000402,LOC-11,Midwest,MGR-011,Sales Associate,social,0-5,partial,2025-09-05,,,,,,,,applied,availability_mismatch,,,
APP-000982,LOC-02,Midwest,MGR-002,Cashier,referral,0-5,partial,2025-09-05,,,,,,,,applied,availability_mismatch,,,
APP-000715,LOC-42,West,MGR-042,Sales Associate,jobboard_c,6-10,full,2025-09-05,,,,,,,,applied,withdrew,,,
APP-000691,LOC-11,Midwest,MGR-011,Sales Associate,social,6-10,limited,2025-09-05,,,,,,,,applied,availability_mismatch,,,
APP-000245,LOC-13,Northeast,MGR-013,Sales Associate,referral,6-10,full,2025-09-05,2025-09-06,2025-09-09,,,,,,interview_scheduled,interview_no_show,,,
APP-000847,LOC-34,West,MGR-034,Sales Associate,career_site,6-10,full,2025-09-05,2025-09-06,2025-09-07,2025-09-09,2025-09-10,2025-09-10,2025-09-20,,onboarding_started,no_show_first_shift,,,
APP-000357,LOC-30,South,MGR-030,Sales Associate,referral,0-5,full,2025-09-05,2025-09-07,2025-09-10,2025-09-13,2025-09-13,2025-09-13,2025-09-21,2025-09-21,started,,,,
APP-000706,LOC-14,Northeast,MGR-014,Stocker,career_site,6-10,partial,2025-09-05,,,,,,,,applied,availability_mismatch,,,
APP-001149,LOC-07,Midwest,MGR-007,Stocker,jobboard_c,6-10,full,2025-09-05,2025-09-06,2025-09-17,2025-09-22,2025-09-22,2025-09-23,2025-09-30,,onboarding_started,no_show_first_shift,,,
